,dataset,metric,graphid,rule,pred,fidelity,infidelity,mags,spars
0,ba2,cosine,251,0,0.7219677567481995,0.7219677567481995,0,15,0.0
0,ba2,cosine,251,1,0.7219677567481995,0.30463147163391113,0.7258201241493225,5,0.2
0,ba2,cosine,251,2,0.7219677567481995,0.14374524354934692,0.7251768112182617,3,0.64
0,ba2,cosine,251,3,0.7219677567481995,0.732421875,0.6970716118812561,2,0.36
0,ba2,cosine,251,4,0.7219677567481995,0.7219677567481995,0,4,0.0
0,ba2,cosine,251,5,0.7219677567481995,0.19796784222126007,0.3006080687046051,2,0.6
0,ba2,cosine,251,6,0.7219677567481995,0.21324121952056885,0.2973794639110565,2,0.56
0,ba2,cosine,251,7,0.7219677567481995,0.24107414484024048,0.7364557385444641,3,0.12
0,ba2,cosine,251,8,0.7219677567481995,0.3392702639102936,0.6976747512817383,2,0.48
0,ba2,cosine,251,9,0.7219677567481995,0.7219677567481995,0,3,0.0
0,ba2,cosine,251,10,0.7219677567481995,0.7219677567481995,0,3,0.0
0,ba2,cosine,251,11,0.7219677567481995,0.7219677567481995,0,3,0.0
0,ba2,cosine,251,12,0.7219677567481995,0.7219677567481995,0,3,0.0
0,ba2,cosine,251,13,0.7219677567481995,0.7219677567481995,0,3,0.0
0,ba2,cosine,251,14,0.7219677567481995,0.7219677567481995,0,3,0.0
0,ba2,cosine,251,15,0.7219677567481995,0.25417560338974,0.5410898327827454,3,0.24
0,ba2,cosine,251,16,0.7219677567481995,0.7219677567481995,0,3,0.0
0,ba2,cosine,251,17,0.7219677567481995,0.7219677567481995,0,3,0.0
0,ba2,cosine,251,18,0.7219677567481995,0.3554365932941437,0.7364557385444641,3,0.12
0,ba2,cosine,251,19,0.7219677567481995,0.3554365932941437,0.7364557385444641,3,0.12
0,ba2,cosine,251,20,0.7219677567481995,0.16831502318382263,0.3273409605026245,3,0.28
0,ba2,cosine,251,21,0.7219677567481995,0.3554365932941437,0.7364557385444641,3,0.12
0,ba2,cosine,251,22,0.7219677567481995,0.30463147163391113,0.7258201241493225,4,0.2
0,ba2,cosine,251,23,0.7219677567481995,0.7219677567481995,0,3,0.0
0,ba2,cosine,251,24,0.7219677567481995,0.25417560338974,0.7180229425430298,4,0.24
0,ba2,cosine,252,0,0.7216238975524902,0.7216238975524902,0,15,0.0
0,ba2,cosine,252,1,0.7216238975524902,0.3515975773334503,0.7258201241493225,5,0.2
0,ba2,cosine,252,2,0.7216238975524902,0.14374525845050812,0.5348871350288391,3,0.72
0,ba2,cosine,252,3,0.7216238975524902,0.7216238975524902,0,2,0.0
0,ba2,cosine,252,4,0.7216238975524902,0.7216238975524902,0,4,0.0
0,ba2,cosine,252,5,0.7216238975524902,0.33394914865493774,0.35050880908966064,2,0.56
0,ba2,cosine,252,6,0.7216238975524902,0.1437452882528305,0.727340817451477,2,0.68
0,ba2,cosine,252,7,0.7216238975524902,0.7216238975524902,0,3,0.0
0,ba2,cosine,252,8,0.7216238975524902,0.5953229665756226,0.7114473581314087,2,0.32
0,ba2,cosine,252,9,0.7216238975524902,0.7216238975524902,0,3,0.0
0,ba2,cosine,252,10,0.7216238975524902,0.7216238975524902,0,3,0.0
0,ba2,cosine,252,11,0.7216238975524902,0.7216238975524902,0,3,0.0
0,ba2,cosine,252,12,0.7216238975524902,0.7216238975524902,0,3,0.0
0,ba2,cosine,252,13,0.7216238975524902,0.7216238975524902,0,3,0.0
0,ba2,cosine,252,14,0.7216238975524902,0.7216238975524902,0,3,0.0
0,ba2,cosine,252,15,0.7216238975524902,0.2793765366077423,0.7180229425430298,3,0.24
0,ba2,cosine,252,16,0.7216238975524902,0.7216238975524902,0,3,0.0
0,ba2,cosine,252,17,0.7216238975524902,0.7216238975524902,0,3,0.0
0,ba2,cosine,252,18,0.7216238975524902,0.35133397579193115,0.7364557385444641,3,0.12
0,ba2,cosine,252,19,0.7216238975524902,0.35133397579193115,0.7364557385444641,3,0.12
0,ba2,cosine,252,20,0.7216238975524902,0.21174372732639313,0.7180229425430298,3,0.24
0,ba2,cosine,252,21,0.7216238975524902,0.7216238975524902,0,3,0.0
0,ba2,cosine,252,22,0.7216238975524902,0.3515975773334503,0.7258201241493225,4,0.2
0,ba2,cosine,252,23,0.7216238975524902,0.7216238975524902,0,3,0.0
0,ba2,cosine,252,24,0.7216238975524902,0.19017837941646576,0.7140311598777771,4,0.4
0,ba2,cosine,253,0,0.7235308289527893,0.7235308289527893,0,15,0.0
0,ba2,cosine,253,1,0.7235308289527893,0.3815986216068268,0.7258201241493225,5,0.2
0,ba2,cosine,253,2,0.7235308289527893,0.14374524354934692,0.48059284687042236,3,0.64
0,ba2,cosine,253,3,0.7235308289527893,0.7235308289527893,0,2,0.0
0,ba2,cosine,253,4,0.7235308289527893,0.7235308289527893,0,4,0.0
0,ba2,cosine,253,5,0.7235308289527893,0.591673731803894,0.7193086743354797,2,0.64
0,ba2,cosine,253,6,0.7235308289527893,0.19796793162822723,0.7214998006820679,2,0.6
0,ba2,cosine,253,7,0.7235308289527893,0.7235308289527893,0,3,0.0
0,ba2,cosine,253,8,0.7235308289527893,0.3060053586959839,0.7208060622215271,2,0.16
0,ba2,cosine,253,9,0.7235308289527893,0.7235308289527893,0,3,0.0
0,ba2,cosine,253,10,0.7235308289527893,0.22441953420639038,0.7364557385444641,3,0.12
0,ba2,cosine,253,11,0.7235308289527893,0.7235308289527893,0,3,0.0
0,ba2,cosine,253,12,0.7235308289527893,0.7235308289527893,0,3,0.0
0,ba2,cosine,253,13,0.7235308289527893,0.7235308289527893,0,3,0.0
0,ba2,cosine,253,14,0.7235308289527893,0.7235308289527893,0,3,0.0
0,ba2,cosine,253,15,0.7235308289527893,0.7235308289527893,0,3,0.0
0,ba2,cosine,253,16,0.7235308289527893,0.7235308289527893,0,3,0.0
0,ba2,cosine,253,17,0.7235308289527893,0.7235308289527893,0,3,0.0
0,ba2,cosine,253,18,0.7235308289527893,0.36654213070869446,0.7364557385444641,3,0.12
0,ba2,cosine,253,19,0.7235308289527893,0.36654213070869446,0.7364557385444641,3,0.12
0,ba2,cosine,253,20,0.7235308289527893,0.14374518394470215,0.4309673011302948,3,0.36
0,ba2,cosine,253,21,0.7235308289527893,0.7235308289527893,0,3,0.0
0,ba2,cosine,253,22,0.7235308289527893,0.3815986216068268,0.7258201241493225,4,0.2
0,ba2,cosine,253,23,0.7235308289527893,0.36654213070869446,0.7364557385444641,3,0.12
0,ba2,cosine,253,24,0.7235308289527893,0.7235308289527893,0,4,0.0
0,ba2,cosine,254,0,0.281828373670578,0.281828373670578,0,15,0.0
0,ba2,cosine,254,1,0.281828373670578,0.14374525845050812,0.3473401367664337,5,0.56
0,ba2,cosine,254,2,0.281828373670578,0.14374566078186035,0.7209286093711853,3,0.72
0,ba2,cosine,254,3,0.281828373670578,0.281828373670578,0,2,0.0
0,ba2,cosine,254,4,0.281828373670578,0.281828373670578,0,4,0.0
0,ba2,cosine,254,5,0.281828373670578,0.18640980124473572,0.7223146557807922,2,0.52
0,ba2,cosine,254,6,0.281828373670578,0.22332698106765747,0.6899024248123169,2,0.52
0,ba2,cosine,254,7,0.281828373670578,0.281828373670578,0,3,0.0
0,ba2,cosine,254,8,0.281828373670578,0.2794091999530792,0.6998547911643982,2,0.48
0,ba2,cosine,254,9,0.281828373670578,0.35634979605674744,0.19500498473644257,3,0.28
0,ba2,cosine,254,10,0.281828373670578,0.1983024924993515,0.21549129486083984,3,0.36
0,ba2,cosine,254,11,0.281828373670578,0.281828373670578,0,3,0.0
0,ba2,cosine,254,12,0.281828373670578,0.281828373670578,0,3,0.0
0,ba2,cosine,254,13,0.281828373670578,0.35634979605674744,0.19500498473644257,3,0.28
0,ba2,cosine,254,14,0.281828373670578,0.281828373670578,0,3,0.0
0,ba2,cosine,254,15,0.281828373670578,0.20982152223587036,0.5410898327827454,3,0.24
0,ba2,cosine,254,16,0.281828373670578,0.281828373670578,0,3,0.0
0,ba2,cosine,254,17,0.281828373670578,0.35634979605674744,0.19500498473644257,3,0.28
0,ba2,cosine,254,18,0.281828373670578,0.281828373670578,0,3,0.0
0,ba2,cosine,254,19,0.281828373670578,0.281828373670578,0,3,0.0
0,ba2,cosine,254,20,0.281828373670578,0.1983024924993515,0.21549129486083984,3,0.36
0,ba2,cosine,254,21,0.281828373670578,0.281828373670578,0,3,0.0
0,ba2,cosine,254,22,0.281828373670578,0.17270313203334808,0.3554328680038452,4,0.36
0,ba2,cosine,254,23,0.281828373670578,0.281828373670578,0,3,0.0
0,ba2,cosine,254,24,0.281828373670578,0.2475896179676056,0.7208060622215271,4,0.16
0,ba2,cosine,255,0,0.2880246639251709,0.2880246639251709,0,15,0.0
0,ba2,cosine,255,1,0.2880246639251709,0.14374525845050812,0.3022197186946869,5,0.76
0,ba2,cosine,255,2,0.2880246639251709,0.23396913707256317,0.7199180722236633,3,0.64
0,ba2,cosine,255,3,0.2880246639251709,0.23052352666854858,0.7101691365242004,2,0.2
0,ba2,cosine,255,4,0.2880246639251709,0.2880246639251709,0,4,0.0
0,ba2,cosine,255,5,0.2880246639251709,0.14374516904354095,0.3311438262462616,2,0.6
0,ba2,cosine,255,6,0.2880246639251709,0.16386778652668,0.7256057858467102,2,0.48
0,ba2,cosine,255,7,0.2880246639251709,0.2880246639251709,0,3,0.0
0,ba2,cosine,255,8,0.2880246639251709,0.23052352666854858,0.7101691365242004,2,0.2
0,ba2,cosine,255,9,0.2880246639251709,0.37648263573646545,0.19500498473644257,3,0.28
0,ba2,cosine,255,10,0.2880246639251709,0.37648263573646545,0.19500498473644257,3,0.28
0,ba2,cosine,255,11,0.2880246639251709,0.2880246639251709,0,3,0.0
0,ba2,cosine,255,12,0.2880246639251709,0.2880246639251709,0,3,0.0
0,ba2,cosine,255,13,0.2880246639251709,0.3842485845088959,0.7364557385444641,3,0.12
0,ba2,cosine,255,14,0.2880246639251709,0.2880246639251709,0,3,0.0
0,ba2,cosine,255,15,0.2880246639251709,0.149626225233078,0.6232674717903137,3,0.32
0,ba2,cosine,255,16,0.2880246639251709,0.2880246639251709,0,3,0.0
0,ba2,cosine,255,17,0.2880246639251709,0.37648263573646545,0.19500498473644257,3,0.28
0,ba2,cosine,255,18,0.2880246639251709,0.2880246639251709,0,3,0.0
0,ba2,cosine,255,19,0.2880246639251709,0.2880246639251709,0,3,0.0
0,ba2,cosine,255,20,0.2880246639251709,0.22597737610340118,0.7180229425430298,3,0.24
0,ba2,cosine,255,21,0.2880246639251709,0.2880246639251709,0,3,0.0
0,ba2,cosine,255,22,0.2880246639251709,0.20172806084156036,0.24951808154582977,4,0.24
0,ba2,cosine,255,23,0.2880246639251709,0.2880246639251709,0,3,0.0
0,ba2,cosine,255,24,0.2880246639251709,0.15243400633335114,0.6573206186294556,4,0.36
0,ba2,cosine,256,0,0.7201127409934998,0.7201127409934998,0,15,0.0
0,ba2,cosine,256,1,0.7201127409934998,0.3455677330493927,0.7258201241493225,5,0.2
0,ba2,cosine,256,2,0.7201127409934998,0.30058687925338745,0.7176916599273682,3,0.56
0,ba2,cosine,256,3,0.7201127409934998,0.7201127409934998,0,2,0.0
0,ba2,cosine,256,4,0.7201127409934998,0.7201127409934998,0,4,0.0
0,ba2,cosine,256,5,0.7201127409934998,0.2988113462924957,0.3420599102973938,2,0.64
0,ba2,cosine,256,6,0.7201127409934998,0.22298699617385864,0.7031192779541016,2,0.64
0,ba2,cosine,256,7,0.7201127409934998,0.7201127409934998,0,3,0.0
0,ba2,cosine,256,8,0.7201127409934998,0.31608057022094727,0.7032893300056458,2,0.4
0,ba2,cosine,256,9,0.7201127409934998,0.7201127409934998,0,3,0.0
0,ba2,cosine,256,10,0.7201127409934998,0.21101999282836914,0.7364557385444641,3,0.12
0,ba2,cosine,256,11,0.7201127409934998,0.7201127409934998,0,3,0.0
0,ba2,cosine,256,12,0.7201127409934998,0.7201127409934998,0,3,0.0
0,ba2,cosine,256,13,0.7201127409934998,0.7201127409934998,0,3,0.0
0,ba2,cosine,256,14,0.7201127409934998,0.7201127409934998,0,3,0.0
0,ba2,cosine,256,15,0.7201127409934998,0.32252538204193115,0.7364557385444641,3,0.12
0,ba2,cosine,256,16,0.7201127409934998,0.7201127409934998,0,3,0.0
0,ba2,cosine,256,17,0.7201127409934998,0.7201127409934998,0,3,0.0
0,ba2,cosine,256,18,0.7201127409934998,0.3634805381298065,0.7364557385444641,3,0.12
0,ba2,cosine,256,19,0.7201127409934998,0.3634805381298065,0.7364557385444641,3,0.12
0,ba2,cosine,256,20,0.7201127409934998,0.14374524354934692,0.6542133092880249,3,0.28
0,ba2,cosine,256,21,0.7201127409934998,0.7201127409934998,0,3,0.0
0,ba2,cosine,256,22,0.7201127409934998,0.3455677330493927,0.7258201241493225,4,0.2
0,ba2,cosine,256,23,0.7201127409934998,0.7201127409934998,0,3,0.0
0,ba2,cosine,256,24,0.7201127409934998,0.7201127409934998,0,4,0.0
0,ba2,cosine,257,0,0.7254934310913086,0.7254934310913086,0,15,0.0
0,ba2,cosine,257,1,0.7254934310913086,0.3608176112174988,0.7258201241493225,5,0.2
0,ba2,cosine,257,2,0.7254934310913086,0.23396964371204376,0.6807777881622314,3,0.64
0,ba2,cosine,257,3,0.7254934310913086,0.7254934310913086,0,2,0.0
0,ba2,cosine,257,4,0.7254934310913086,0.7254934310913086,0,4,0.0
0,ba2,cosine,257,5,0.7254934310913086,0.2895348370075226,0.3469330966472626,2,0.56
0,ba2,cosine,257,6,0.7254934310913086,0.2784317433834076,0.29645204544067383,2,0.6
0,ba2,cosine,257,7,0.7254934310913086,0.7254934310913086,0,3,0.0
0,ba2,cosine,257,8,0.7254934310913086,0.5953246355056763,0.7125776410102844,2,0.48
0,ba2,cosine,257,9,0.7254934310913086,0.7254934310913086,0,3,0.0
0,ba2,cosine,257,10,0.7254934310913086,0.2875952422618866,0.7364557385444641,3,0.12
0,ba2,cosine,257,11,0.7254934310913086,0.7254934310913086,0,3,0.0
0,ba2,cosine,257,12,0.7254934310913086,0.7254934310913086,0,3,0.0
0,ba2,cosine,257,13,0.7254934310913086,0.7254934310913086,0,3,0.0
0,ba2,cosine,257,14,0.7254934310913086,0.7254934310913086,0,3,0.0
0,ba2,cosine,257,15,0.7254934310913086,0.2582738995552063,0.7293475270271301,3,0.32
0,ba2,cosine,257,16,0.7254934310913086,0.7254934310913086,0,3,0.0
0,ba2,cosine,257,17,0.7254934310913086,0.7254934310913086,0,3,0.0
0,ba2,cosine,257,18,0.7254934310913086,0.36086469888687134,0.7364557385444641,3,0.12
0,ba2,cosine,257,19,0.7254934310913086,0.36086469888687134,0.7364557385444641,3,0.12
0,ba2,cosine,257,20,0.7254934310913086,0.17270313203334808,0.5252299904823303,3,0.36
0,ba2,cosine,257,21,0.7254934310913086,0.7254934310913086,0,3,0.0
0,ba2,cosine,257,22,0.7254934310913086,0.3608176112174988,0.7258201241493225,4,0.2
0,ba2,cosine,257,23,0.7254934310913086,0.7254934310913086,0,3,0.0
0,ba2,cosine,257,24,0.7254934310913086,0.2789236307144165,0.720721423625946,4,0.4
0,ba2,cosine,258,0,0.7165339589118958,0.22239933907985687,0.6886290311813354,15,0.6
0,ba2,cosine,258,1,0.7165339589118958,0.21041345596313477,0.7258201241493225,5,0.2
0,ba2,cosine,258,2,0.7165339589118958,0.1437452882528305,0.7195062041282654,3,0.6
0,ba2,cosine,258,3,0.7165339589118958,0.3455837368965149,0.6934493184089661,2,0.44
0,ba2,cosine,258,4,0.7165339589118958,0.7165339589118958,0,4,0.0
0,ba2,cosine,258,5,0.7165339589118958,0.2895151972770691,0.3242855370044708,2,0.56
0,ba2,cosine,258,6,0.7165339589118958,0.19796837866306305,0.7250323295593262,2,0.6
0,ba2,cosine,258,7,0.7165339589118958,0.7165339589118958,0,3,0.0
0,ba2,cosine,258,8,0.7165339589118958,0.3455837368965149,0.6934493184089661,2,0.44
0,ba2,cosine,258,9,0.7165339589118958,0.7165339589118958,0,3,0.0
0,ba2,cosine,258,10,0.7165339589118958,0.7165339589118958,0,3,0.0
0,ba2,cosine,258,11,0.7165339589118958,0.7165339589118958,0,3,0.0
0,ba2,cosine,258,12,0.7165339589118958,0.7165339589118958,0,3,0.0
0,ba2,cosine,258,13,0.7165339589118958,0.7165339589118958,0,3,0.0
0,ba2,cosine,258,14,0.7165339589118958,0.7165339589118958,0,3,0.0
0,ba2,cosine,258,15,0.7165339589118958,0.18682673573493958,0.7301822304725647,3,0.28
0,ba2,cosine,258,16,0.7165339589118958,0.7165339589118958,0,3,0.0
0,ba2,cosine,258,17,0.7165339589118958,0.7165339589118958,0,3,0.0
0,ba2,cosine,258,18,0.7165339589118958,0.20633624494075775,0.7321114540100098,3,0.16
0,ba2,cosine,258,19,0.7165339589118958,0.20633624494075775,0.7321114540100098,3,0.16
0,ba2,cosine,258,20,0.7165339589118958,0.20268073678016663,0.7364557385444641,3,0.12
0,ba2,cosine,258,21,0.7165339589118958,0.3448407053947449,0.7364557385444641,3,0.12
0,ba2,cosine,258,22,0.7165339589118958,0.20633624494075775,0.451533704996109,4,0.16
0,ba2,cosine,258,23,0.7165339589118958,0.23748153448104858,0.7364557385444641,3,0.12
0,ba2,cosine,258,24,0.7165339589118958,0.18641258776187897,0.7181139588356018,4,0.36
0,ba2,cosine,259,0,0.2829587161540985,0.2829587161540985,0,15,0.0
0,ba2,cosine,259,1,0.2829587161540985,0.3111218512058258,0.1753791719675064,5,0.6
0,ba2,cosine,259,2,0.2829587161540985,0.14374566078186035,0.7243511080741882,3,0.68
0,ba2,cosine,259,3,0.2829587161540985,0.3069758415222168,0.7019941210746765,2,0.28
0,ba2,cosine,259,4,0.2829587161540985,0.2829587161540985,0,4,0.0
0,ba2,cosine,259,5,0.2829587161540985,0.14374518394470215,0.7175422310829163,2,0.56
0,ba2,cosine,259,6,0.2829587161540985,0.19796793162822723,0.7144712209701538,2,0.6
0,ba2,cosine,259,7,0.2829587161540985,0.2829587161540985,0,3,0.0
0,ba2,cosine,259,8,0.2829587161540985,0.28389909863471985,0.7020214796066284,2,0.44
0,ba2,cosine,259,9,0.2829587161540985,0.7139133214950562,0.1437450647354126,3,0.2
0,ba2,cosine,259,10,0.2829587161540985,0.7139133214950562,0.1437450647354126,3,0.2
0,ba2,cosine,259,11,0.2829587161540985,0.2829587161540985,0,3,0.0
0,ba2,cosine,259,12,0.2829587161540985,0.2829587161540985,0,3,0.0
0,ba2,cosine,259,13,0.2829587161540985,0.7139133214950562,0.1437450647354126,3,0.2
0,ba2,cosine,259,14,0.2829587161540985,0.2829587161540985,0,3,0.0
0,ba2,cosine,259,15,0.2829587161540985,0.23162369430065155,0.7208060622215271,3,0.16
0,ba2,cosine,259,16,0.2829587161540985,0.2829587161540985,0,3,0.0
0,ba2,cosine,259,17,0.2829587161540985,0.7139133214950562,0.1437450647354126,3,0.2
0,ba2,cosine,259,18,0.2829587161540985,0.2829587161540985,0,3,0.0
0,ba2,cosine,259,19,0.2829587161540985,0.2829587161540985,0,3,0.0
0,ba2,cosine,259,20,0.2829587161540985,0.7139133214950562,0.1437450647354126,3,0.2
0,ba2,cosine,259,21,0.2829587161540985,0.2829587161540985,0,3,0.0
0,ba2,cosine,259,22,0.2829587161540985,0.35086730122566223,0.2692750096321106,4,0.28
0,ba2,cosine,259,23,0.2829587161540985,0.2829587161540985,0,3,0.0
0,ba2,cosine,259,24,0.2829587161540985,0.19589455425739288,0.7180229425430298,4,0.24
0,ba2,cosine,260,0,0.5232110023498535,0.5232110023498535,0,15,0.0
0,ba2,cosine,260,1,0.5232110023498535,0.23673634231090546,0.7258201241493225,5,0.2
0,ba2,cosine,260,2,0.5232110023498535,0.14374524354934692,0.7250547409057617,3,0.64
0,ba2,cosine,260,3,0.5232110023498535,0.5455954074859619,0.6950808167457581,2,0.4
0,ba2,cosine,260,4,0.5232110023498535,0.5232110023498535,0,4,0.0
0,ba2,cosine,260,5,0.5232110023498535,0.5647669434547424,0.7003072500228882,2,0.48
0,ba2,cosine,260,6,0.5232110023498535,0.1437452882528305,0.24201558530330658,2,0.64
0,ba2,cosine,260,7,0.5232110023498535,0.5232110023498535,0,3,0.0
0,ba2,cosine,260,8,0.5232110023498535,0.5455954074859619,0.6950808167457581,2,0.4
0,ba2,cosine,260,9,0.5232110023498535,0.1770728975534439,0.7364557385444641,3,0.12
0,ba2,cosine,260,10,0.5232110023498535,0.1770728975534439,0.7364557385444641,3,0.12
0,ba2,cosine,260,11,0.5232110023498535,0.5232110023498535,0,3,0.0
0,ba2,cosine,260,12,0.5232110023498535,0.5232110023498535,0,3,0.0
0,ba2,cosine,260,13,0.5232110023498535,0.5232110023498535,0,3,0.0
0,ba2,cosine,260,14,0.5232110023498535,0.5232110023498535,0,3,0.0
0,ba2,cosine,260,15,0.5232110023498535,0.1868271827697754,0.6542133092880249,3,0.28
0,ba2,cosine,260,16,0.5232110023498535,0.5232110023498535,0,3,0.0
0,ba2,cosine,260,17,0.5232110023498535,0.1770728975534439,0.7364557385444641,3,0.12
0,ba2,cosine,260,18,0.5232110023498535,0.23102344572544098,0.7321114540100098,3,0.16
0,ba2,cosine,260,19,0.5232110023498535,0.23102344572544098,0.7321114540100098,3,0.16
0,ba2,cosine,260,20,0.5232110023498535,0.2203715443611145,0.7364557385444641,3,0.12
0,ba2,cosine,260,21,0.5232110023498535,0.3321380913257599,0.7364557385444641,3,0.12
0,ba2,cosine,260,22,0.5232110023498535,0.23102344572544098,0.451533704996109,4,0.16
0,ba2,cosine,260,23,0.5232110023498535,0.26420068740844727,0.7364557385444641,3,0.12
0,ba2,cosine,260,24,0.5232110023498535,0.1868271827697754,0.6542133092880249,4,0.28
0,ba2,cosine,261,0,0.2801986038684845,0.2801986038684845,0,15,0.0
0,ba2,cosine,261,1,0.2801986038684845,0.1437452882528305,0.7201082110404968,5,0.6
0,ba2,cosine,261,2,0.2801986038684845,0.14374524354934692,0.7239940166473389,3,0.64
0,ba2,cosine,261,3,0.2801986038684845,0.2609265446662903,0.6970716118812561,2,0.36
0,ba2,cosine,261,4,0.2801986038684845,0.2801986038684845,0,4,0.0
0,ba2,cosine,261,5,0.2801986038684845,0.14374521374702454,0.7199075818061829,2,0.6
0,ba2,cosine,261,6,0.2801986038684845,0.19675903022289276,0.31665337085723877,2,0.52
0,ba2,cosine,261,7,0.2801986038684845,0.2801986038684845,0,3,0.0
0,ba2,cosine,261,8,0.2801986038684845,0.2609265446662903,0.6970716118812561,2,0.36
0,ba2,cosine,261,9,0.2801986038684845,0.7113677859306335,0.1437450647354126,3,0.2
0,ba2,cosine,261,10,0.2801986038684845,0.3458547592163086,0.7364557385444641,3,0.12
0,ba2,cosine,261,11,0.2801986038684845,0.7095872163772583,0.7321114540100098,3,0.16
0,ba2,cosine,261,12,0.2801986038684845,0.7095872163772583,0.7321114540100098,3,0.16
0,ba2,cosine,261,13,0.2801986038684845,0.7113677859306335,0.1437450647354126,3,0.2
0,ba2,cosine,261,14,0.2801986038684845,0.7095872163772583,0.7321114540100098,3,0.16
0,ba2,cosine,261,15,0.2801986038684845,0.14374525845050812,0.7180229425430298,3,0.24
0,ba2,cosine,261,16,0.2801986038684845,0.7095872163772583,0.7321114540100098,3,0.16
0,ba2,cosine,261,17,0.2801986038684845,0.3458547592163086,0.7364557385444641,3,0.12
0,ba2,cosine,261,18,0.2801986038684845,0.7095872163772583,0.7321114540100098,3,0.16
0,ba2,cosine,261,19,0.2801986038684845,0.2801986038684845,0,3,0.0
0,ba2,cosine,261,20,0.2801986038684845,0.3458547592163086,0.7364557385444641,3,0.12
0,ba2,cosine,261,21,0.2801986038684845,0.2801986038684845,0,3,0.0
0,ba2,cosine,261,22,0.2801986038684845,0.6026427745819092,0.1437452882528305,4,0.4
0,ba2,cosine,261,23,0.2801986038684845,0.2801986038684845,0,3,0.0
0,ba2,cosine,261,24,0.2801986038684845,0.14374525845050812,0.7144733667373657,4,0.28
0,ba2,cosine,262,0,0.28168901801109314,0.28168901801109314,0,15,0.0
0,ba2,cosine,262,1,0.28168901801109314,0.3564658463001251,0.19017790257930756,5,0.6
0,ba2,cosine,262,2,0.28168901801109314,0.1437452882528305,0.7325352430343628,3,0.6
0,ba2,cosine,262,3,0.28168901801109314,0.23416666686534882,0.7019941210746765,2,0.28
0,ba2,cosine,262,4,0.28168901801109314,0.28168901801109314,0,4,0.0
0,ba2,cosine,262,5,0.28168901801109314,0.14374516904354095,0.7127132415771484,2,0.6
0,ba2,cosine,262,6,0.28168901801109314,0.14374518394470215,0.7111377716064453,2,0.56
0,ba2,cosine,262,7,0.28168901801109314,0.28168901801109314,0,3,0.0
0,ba2,cosine,262,8,0.28168901801109314,0.1437450349330902,0.7009472846984863,2,0.48
0,ba2,cosine,262,9,0.28168901801109314,0.14374524354934692,0.19500498473644257,3,0.28
0,ba2,cosine,262,10,0.28168901801109314,0.17160534858703613,0.7364557385444641,3,0.12
0,ba2,cosine,262,11,0.28168901801109314,0.7073571681976318,0.7321114540100098,3,0.16
0,ba2,cosine,262,12,0.28168901801109314,0.7073571681976318,0.7321114540100098,3,0.16
0,ba2,cosine,262,13,0.28168901801109314,0.14374524354934692,0.19500498473644257,3,0.28
0,ba2,cosine,262,14,0.28168901801109314,0.7073571681976318,0.7321114540100098,3,0.16
0,ba2,cosine,262,15,0.28168901801109314,0.14374524354934692,0.7208060622215271,3,0.16
0,ba2,cosine,262,16,0.28168901801109314,0.7073571681976318,0.7321114540100098,3,0.16
0,ba2,cosine,262,17,0.28168901801109314,0.17160534858703613,0.7364557385444641,3,0.12
0,ba2,cosine,262,18,0.28168901801109314,0.7073571681976318,0.7321114540100098,3,0.16
0,ba2,cosine,262,19,0.28168901801109314,0.7073571681976318,0.7321114540100098,3,0.16
0,ba2,cosine,262,20,0.28168901801109314,0.17160534858703613,0.7364557385444641,3,0.12
0,ba2,cosine,262,21,0.28168901801109314,0.7073571681976318,0.7321114540100098,3,0.16
0,ba2,cosine,262,22,0.28168901801109314,0.7206631302833557,0.14374516904354095,4,0.12
0,ba2,cosine,262,23,0.28168901801109314,0.7073571681976318,0.7321114540100098,3,0.16
0,ba2,cosine,262,24,0.28168901801109314,0.14374524354934692,0.7101691365242004,4,0.2
0,ba2,cosine,263,0,0.2839246988296509,0.2839246988296509,0,15,0.0
0,ba2,cosine,263,1,0.2839246988296509,0.14374566078186035,0.6081209778785706,5,0.68
0,ba2,cosine,263,2,0.2839246988296509,0.22298647463321686,0.7169027328491211,3,0.64
0,ba2,cosine,263,3,0.2839246988296509,0.2839246988296509,0,2,0.0
0,ba2,cosine,263,4,0.2839246988296509,0.2839246988296509,0,4,0.0
0,ba2,cosine,263,5,0.2839246988296509,0.1915978044271469,0.7113164663314819,2,0.56
0,ba2,cosine,263,6,0.2839246988296509,0.1915978044271469,0.7274516224861145,2,0.56
0,ba2,cosine,263,7,0.2839246988296509,0.2839246988296509,0,3,0.0
0,ba2,cosine,263,8,0.2839246988296509,0.2839246988296509,0,2,0.0
0,ba2,cosine,263,9,0.2839246988296509,0.2862262427806854,0.2384619116783142,3,0.4
0,ba2,cosine,263,10,0.2839246988296509,0.19696666300296783,0.24765163660049438,3,0.44
0,ba2,cosine,263,11,0.2839246988296509,0.2839246988296509,0,3,0.0
0,ba2,cosine,263,12,0.2839246988296509,0.2839246988296509,0,3,0.0
0,ba2,cosine,263,13,0.2839246988296509,0.37735211849212646,0.7364557385444641,3,0.12
0,ba2,cosine,263,14,0.2839246988296509,0.2839246988296509,0,3,0.0
0,ba2,cosine,263,15,0.2839246988296509,0.17227165400981903,0.5551915764808655,3,0.2
0,ba2,cosine,263,16,0.2839246988296509,0.2839246988296509,0,3,0.0
0,ba2,cosine,263,17,0.2839246988296509,0.2862262427806854,0.2384619116783142,3,0.4
